ID,Name,Length (miles),Ascent (ft),Descent (ft),Dogs,Features,Ratings,Difficulty,State
7020478,trt-tahoe-meadows-to-spooner-summit,23.6,2421.0,4165.0,Unknown,"['Views', 'Wildflowers']","[5.0, 2]",Intermediate,NV
7002389,ash-canyon-to-kings-canyon-trail,7.1,1209.0,707.0,Off-leash,"['River/Creek', 'Waterfall', 'Wildlife']","[5.0, 2]",Intermediate/Difficult,NV
7033909,giants-mile,1.0,1552.0,2.0,Unknown,['Views'],"[5.0, 2]",,NV
7022571,whites-creek-trail,1.8,606.0,0.0,Leashed,['-none-'],"[5.0, 2]",Intermediate,NV
7009198,south-fork-baker-creek-trail,3.8,1833.0,209.0,Unknown,['-none-'],"[5.0, 2]",Intermediate/Difficult,NV
7046375,ballardini-ranch-timberline-connector,2.1,492.0,47.0,Off-leash,"['River/Creek', 'Views']","[5.0, 1]",Intermediate,NV
7026886,fire-wave-trail,0.7,33.0,197.0,Unknown,"['Birding', 'Wildflowers', 'Wildlife']","[4.6, 9]",Easy/Intermediate,NV
7045520,vanessas-hill,2.5,469.0,303.0,Leashed,['Views'],"[5.0, 1]",Intermediate,NV
7035457,goat-roper,2.3,624.0,2.0,Unknown,['Views'],"[5.0, 1]",Intermediate,NV
7009189,lehman-creek-trail,3.5,2054.0,5.0,No Dogs,"['Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate/Difficult,NV
7039150,the-hurl-trail,3.5,616.0,632.0,Unknown,['-none-'],"[5.0, 1]",Difficult,NV
7039693,inner-caldera-trail,2.4,321.0,321.0,Unknown,['-none-'],"[5.0, 1]",Intermediate,NV
7006930,tuckerman-ravine,3.8,4079.0,0.0,Unknown,"['Birding', 'Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[4.7, 18]",Difficult,NH
7006915,mt-major-trail,1.5,1121.0,8.0,Unknown,"['River/Creek', 'Views']","[4.9, 11]",Intermediate,NH
7018147,ammonoosuc-ravine-trail,2.8,2517.0,13.0,Unknown,"['Fall Colors', 'Lake', 'River/Creek', 'Views', 'Waterfall']","[4.6, 14]",Intermediate/Difficult,NH
7018339,moat-mountain-trail,9.2,3101.0,2955.0,Unknown,['-none-'],"[5.0, 4]",Difficult,NH
7027643,pumpelly-trail,4.1,1771.0,125.0,No Dogs,"['Birding', 'Fall Colors', 'Views', 'Wildlife']","[5.0, 3]",Intermediate/Difficult,NH
7018153,baldface-circle-trail,8.6,3310.0,3093.0,Off-leash,"['Birding', 'River/Creek', 'Views', 'Wildflowers']","[4.8, 6]",Difficult,NH
7018302,king-ravine-trail,2.4,2589.0,148.0,Unknown,"['Cave', 'River/Creek', 'Views', 'Waterfall']","[5.0, 2]",,NH
7018473,webster-cliff-trail,6.0,3426.0,613.0,Unknown,['-none-'],"[5.0, 3]",Difficult,NH
7018521,basin-cascades,1.2,506.0,54.0,Unknown,['-none-'],"[5.0, 3]",Intermediate/Difficult,NH
7010624,champney-falls-trail,3.6,1964.0,121.0,Leashed,"['Fall Colors', 'River/Creek', 'Views', 'Waterfall', 'Wildlife']","[5.0, 2]",Intermediate/Difficult,NH
7050329,old-piper-trail,0.5,214.0,0.0,Off-leash,"['Birding', 'Fall Colors', 'Views']","[5.0, 3]",Intermediate,NH
7041327,elwell-trail,9.3,1370.0,2785.0,Unknown,"['Cave', 'Fall Colors', 'Lake', 'Swimming', 'Views']","[5.0, 2]",Intermediate/Difficult,NH
7030835,foss-mountain-trail,0.5,225.0,2.0,Off-leash,"['Birding', 'Fall Colors', 'Spring', 'Views', 'Wildlife']","[5.0, 1]",Easy,NH
7050330,piper-mountain-trail,1.2,7.0,933.0,Unknown,['-none-'],"[5.0, 2]",Intermediate,NH
7044074,veterans-trail,0.8,292.0,385.0,Unknown,"['Birding', 'Fall Colors', 'Views', 'Wildlife']","[5.0, 2]",Intermediate,NH
7018412,sabbaday-brook-trail,4.8,2536.0,16.0,Unknown,['-none-'],"[5.0, 2]",Intermediate,NH
7030617,bartlett-mountain,1.6,1687.0,0.0,Off-leash,"['Fall Colors', 'Spring', 'Views', 'Wildlife']","[5.0, 1]",Intermediate,NH
7018277,gulfside,5.4,2300.0,969.0,Unknown,['-none-'],"[5.0, 2]",Difficult,NH
7043946,around-the-lake-trail,1.9,200.0,203.0,No Dogs,"['Birding', 'Fall Colors', 'Lake', 'Swimming', 'Views', 'Wildlife']","[5.0, 2]",Easy/Intermediate,NH
7018344,mount-kearsarge-north-trail,2.9,2520.0,1.0,Leashed,"['River/Creek', 'Views']","[5.0, 1]",Difficult,NH
7027452,rahway-trail,2.5,219.0,121.0,Leashed,"['Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate,NJ
7037307,shore-trail-white-the-giant-stairs,2.0,250.0,265.0,Off-leash,"['Fall Colors', 'River/Creek', 'Views']","[5.0, 2]",Difficult,NY
7042907,rocky-point-trail,2.4,265.0,274.0,Unknown,"['River/Creek', 'Views']","[5.0, 2]",Intermediate,NJ
7042630,mt-tammany-fire-road,4.1,209.0,144.0,Unknown,"['Fall Colors', 'Views', 'Wildlife']","[5.0, 1]",Easy/Intermediate,PA
7028588,carris-hill,0.9,6.0,621.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'Views', 'Wildlife']","[5.0, 2]",Difficult,NJ
7034935,oreland-trail,2.0,280.0,86.0,Unknown,['River/Creek'],"[5.0, 2]",Intermediate,NJ
7027395,turtleback-loop,3.5,321.0,337.0,Leashed,"['Fall Colors', 'Lake', 'Wildflowers']","[4.5, 10]",Easy/Intermediate,NJ
7050012,ccc-trail,4.0,55.0,48.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Swimming', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,NJ
7051842,stoll-trail,0.6,25.0,181.0,Unknown,['River/Creek'],"[5.0, 1]",Easy/Intermediate,NJ
7046573,yellow-blaze-trail,2.7,414.0,340.0,Leashed,"['Birding', 'Fall Colors', 'Views', 'Wildlife']","[5.0, 1]",Intermediate,NJ
7004015,beaver-pond-quaker-bridge-trail,1.7,0.0,13.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,NJ
7023635,white-oak-trail,1.4,228.0,257.0,Unknown,"['Birding', 'Fall Colors', 'River/Creek', 'Wildlife']","[5.0, 1]",Easy/Intermediate,PA
7027397,interpretive-trail,0.7,48.0,48.0,Leashed,"['Fall Colors', 'Wildflowers']","[5.0, 1]",Easy/Intermediate,NJ
7022162,stony-brook-trail,1.7,14.0,43.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,NJ
7030841,cranberry-trail,1.1,5.0,4.0,Leashed,"['Birding', 'Fall Colors', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,NJ
7042973,sitting-bear-trail,1.1,44.0,107.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'Wildlife']","[5.0, 1]",Easy,NJ
7034859,blueberry-trail,0.4,3.0,0.0,Leashed,"['Birding', 'Fall Colors', 'Spring', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,NJ
7035769,lumpy-bumpy,0.9,111.0,136.0,Off-leash,['-none-'],"[5.0, 1]",Intermediate/Difficult,NJ
7035767,ice-cream,0.9,16.0,217.0,Leashed,['-none-'],"[5.0, 1]",Difficult,NJ
7022163,meadowpond-trail,1.4,18.0,35.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,NJ
7004892,la-luz-trail,7.7,3467.0,213.0,Leashed,"['Views', 'Wildflowers']","[4.8, 21]",Intermediate/Difficult,NM
7004908,pino-trail,4.6,2755.0,16.0,Leashed,"['Views', 'Wildflowers', 'Wildlife']","[4.7, 23]",Intermediate/Difficult,NM
7003499,atalaya-mountain-trail-170,3.5,1776.0,5.0,Unknown,"['Birding', 'Views', 'Wildflowers']","[4.6, 20]",Intermediate,NM
7042192,organ-needle-trail,2.1,3139.0,127.0,Leashed,"['Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 5]",,NM
7023475,slot-canyon-trail,1.1,562.0,211.0,No Dogs,['Views'],"[4.9, 7]",Intermediate,NM
7003137,skyline-trail-251,73.8,10142.0,13761.0,Off-leash,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[4.8, 5]",Difficult,NM
7035237,lost-lake-trail-91,4.8,1494.0,221.0,Leashed,"['Lake', 'Views']","[5.0, 2]",Intermediate/Difficult,NM
7036488,san-francisco-hot-springs,1.5,6.0,473.0,Unknown,"['Fall Colors', 'Hot Spring', 'River/Creek', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Easy/Intermediate,NM
7034833,three-rivers-trail-44,6.1,3403.0,0.0,Unknown,"['River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate,NM
7003143,aspen-vista,5.9,2020.0,4.0,Off-leash,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[4.7, 3]",Intermediate,NM
7028772,paseo-del-bosque-trail,19.4,141.0,122.0,Leashed,['-none-'],"[5.0, 2]",Easy,NM
7036541,dragons-back-trail,3.4,194.0,546.0,Unknown,['Views'],"[5.0, 2]",Intermediate,NM
7006966,pine-tree-trail,4.2,1037.0,933.0,Leashed,"['Views', 'Wildflowers', 'Wildlife']","[4.4, 12]",Intermediate,NM
7005538,picacho-peak-atalaya-mountain-connector,1.1,731.0,90.0,Off-leash,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate/Difficult,NM
7003398,south-boundary-trail,22.2,2311.0,4237.0,Unknown,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate/Difficult,NM
7043296,la-vista-verde-trail,1.2,80.0,95.0,Leashed,"['Birding', 'River/Creek', 'Views', 'Wildlife']","[5.0, 1]",Easy/Intermediate,NM
7003121,santa-fe-baldy-to-redondo-peak-ridgeline,3.6,1657.0,858.0,Off-leash,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Swimming', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate/Difficult,NM
7003149,soda-springs-trail,4.3,1124.0,334.0,Unknown,"['Birding', 'River/Creek', 'Swimming', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate/Difficult,NM
7023382,trampas-lakes-trail-31,5.9,2526.0,77.0,Off-leash,"['Lake', 'Views', 'Wildflowers', 'Wildlife']","[4.4, 9]",Intermediate,NM
7004919,elena-gallegos-trail-341,1.3,206.0,184.0,Leashed,['Views'],"[5.0, 1]",Intermediate,NM
7028632,labyrinth-and-lemon-squeeze,0.5,276.0,71.0,No Dogs,"['Fall Colors', 'Views', 'Wildflowers']","[5.0, 10]",Intermediate/Difficult,NY
7004161,breakneck-ridge-trail,4.1,1735.0,385.0,Leashed,"['Fall Colors', 'River/Creek', 'Views']","[4.6, 18]",Difficult,NY
7030895,burroughs-range-trail-wittenburg-cornell-slide-trail,8.6,3618.0,2146.0,Leashed,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[4.9, 8]",Difficult,NY
7003967,gertrudes-nose-trail,2.9,329.0,489.0,Leashed,"['Birding', 'Cave', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 5]",Intermediate/Difficult,NY
7017703,nassau-suffolk-trail,19.5,945.0,976.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'Spring', 'Wildflowers', 'Wildlife']","[4.6, 12]",Intermediate,NY
7040970,ampersand-mountain-trail,2.7,1793.0,36.0,Leashed,"['Cave', 'Fall Colors', 'River/Creek', 'Views']","[5.0, 3]",Intermediate/Difficult,NY
7033120,giant-ledge-panther-fox-hollow-trail,8.3,2760.0,1458.0,Unknown,"['Fall Colors', 'River/Creek', 'Views', 'Wildlife']","[5.0, 3]",Intermediate/Difficult,NY
7002862,algonquin-trail,4.6,2792.0,2243.0,Unknown,"['Fall Colors', 'River/Creek', 'Views', 'Waterfall']","[4.7, 9]",Difficult,NY
7034701,letchworth-state-park-flt-branch,21.3,1856.0,1636.0,Unknown,"['River/Creek', 'Views', 'Waterfall']","[5.0, 3]",Intermediate/Difficult,NY
7037904,black-trail,3.2,597.0,494.0,Unknown,['-none-'],"[5.0, 3]",Intermediate/Difficult,NY
7004358,millbrook-ridge-trail,2.9,737.0,169.0,Leashed,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate/Difficult,NY
7024945,fox-hollow-main-trail,0.5,70.0,54.0,Leashed,"['Birding', 'Fall Colors', 'Wildflowers', 'Wildlife']","[5.0, 3]",Easy/Intermediate,NY
7043968,kane-mountain-east-trail,0.8,530.0,0.0,Leashed,"['Fall Colors', 'Views']","[5.0, 3]",Intermediate,NY
7035359,mount-colden-trail,1.4,1871.0,0.0,Leashed,"['Fall Colors', 'Lake', 'Views', 'Wildflowers']","[5.0, 1]",,NY
7035539,overlook-trail,5.3,1079.0,188.0,Unknown,['Views'],"[5.0, 2]",Intermediate/Difficult,NY
7024950,upper-francis-pond-preserve,0.4,1.0,54.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'Views', 'Wildlife']","[5.0, 2]",Easy/Intermediate,NY
7043929,kane-mountain-north-trail,1.4,589.0,55.0,Leashed,"['Fall Colors', 'Lake', 'Views']","[5.0, 2]",Intermediate,NY
7004615,bonticou-ascent-path,0.4,63.0,177.0,Leashed,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Difficult,NY
7037905,brown-trail,2.8,364.0,362.0,Unknown,['-none-'],"[5.0, 2]",Intermediate/Difficult,NY
7013162,boone-fork-trail,5.4,583.0,581.0,Leashed,"['River/Creek', 'Swimming', 'Waterfall']","[4.7, 36]",Intermediate,NC
7008053,clingmans-dome-trail,0.8,457.0,1.0,No Dogs,['Views'],"[3.9, 38]",Intermediate,NC
7011859,shortoff-mountain-trail,7.7,3035.0,914.0,Off-leash,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 9]",Intermediate/Difficult,NC
7019720,profile-trail,2.8,1851.0,82.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[4.8, 17]",Difficult,NC
7024181,woody-ridge-trail-177,2.4,2973.0,11.0,Leashed,"['Fall Colors', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 8]",,NC
7021111,grandfather-trail,2.0,1136.0,503.0,Leashed,"['Birding', 'Cave', 'Fall Colors', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[4.8, 13]",Difficult,NC
7013383,moores-wall-loop-trail,4.1,916.0,914.0,Leashed,"['Fall Colors', 'River/Creek', 'Views']","[4.3, 19]",Intermediate/Difficult,NC
7022740,looking-glass-rock-trail,2.7,1595.0,21.0,Unknown,"['Birding', 'Fall Colors', 'River/Creek', 'Views', 'Wildlife']","[4.4, 19]",Intermediate/Difficult,NC
7008093,hazel-creek-trail,15.6,3260.0,39.0,No Dogs,"['Fall Colors', 'River/Creek', 'Waterfall', 'Wildlife']","[5.0, 5]",Easy/Intermediate,NC
7024231,hawksbill-mountain-trail,1.0,687.0,0.0,Unknown,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[4.9, 8]",Intermediate/Difficult,NC
7029105,springhouse-loop,3.5,113.0,112.0,Leashed,"['Birding', 'River/Creek', 'Spring', 'Wildflowers', 'Wildlife']","[5.0, 4]",Intermediate,NC
7011860,linville-gorge-trail,14.0,3096.0,1080.0,Off-leash,"['Birding', 'Cave', 'Fall Colors', 'River/Creek', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 3]",Difficult,NC
7020226,whiteside-mountain,2.0,485.0,433.0,Unknown,"['Fall Colors', 'Views']","[4.6, 11]",Intermediate,NC
7010211,at-smoky-mountain-hiking-club-tnnc,102.3,22301.0,22017.0,No Dogs,"['Birding', 'Fall Colors', 'Lake', 'Spring', 'Views', 'Wildflowers', 'Commonly Backpacked']","[4.7, 9]",Intermediate/Difficult,NC
7028048,hangover-lead-trail-56,5.4,238.0,3525.0,Off-leash,"['Birding', 'Fall Colors', 'Spring', 'Views', 'Wildflowers']","[5.0, 2]",Difficult,NC
7024387,saddleback-trail,3.1,20.0,1034.0,Leashed,"['Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 3]",Intermediate/Difficult,NC
7020461,shinny-trail,2.1,11.0,721.0,Leashed,"['Fall Colors', 'River/Creek', 'Wildflowers', 'Wildlife']","[5.0, 3]",Intermediate/Difficult,NC
7051008,weed-patch-mountain-trail,7.8,2479.0,560.0,Unknown,"['Fall Colors', 'Views']","[5.0, 2]",Intermediate/Difficult,NC
7037008,bennett-gap-trail,2.9,153.0,1325.0,Unknown,['Views'],"[5.0, 2]",Difficult,NC
7011861,table-rock-summit-trail,0.7,550.0,0.0,Off-leash,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[4.7, 7]",Intermediate/Difficult,NC
7017514,boicourt-overlook-trail,0.2,1.0,16.0,No Dogs,"['Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Easy/Intermediate,ND
7008754,ridgeline-trail,0.6,154.0,95.0,No Dogs,"['Birding', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate,ND
7045113,north-country-trail-sheyenne-state-forest,2.3,259.0,231.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,ND
7030624,buffalo-gap-trail,19.5,1479.0,1625.0,Off-leash,"['Birding', 'Fall Colors', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,ND
7011131,maah-daah-hey-ii-the-deuce,47.0,4097.0,4184.0,Unknown,"['Birding', 'Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,ND
7008746,lower-talkington-trail,4.2,224.0,145.0,No Dogs,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,ND
7008735,badlands-spur,1.7,39.0,115.0,No Dogs,"['Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,ND
7030416,cottonwood-trail,7.1,1020.0,620.0,Off-leash,"['Birding', 'Fall Colors', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate,ND
7011057,young-hawk-interpretive-trail,1.1,147.0,146.0,Leashed,"['Fall Colors', 'River/Creek', 'Views', 'Wildlife']","[5.0, 1]",Easy/Intermediate,ND
7011093,little-soldier-loop,1.8,184.0,68.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,ND
7017515,fort-abraham-lincoln-state-park-stairs,0.1,58.0,0.0,Leashed,"['Birding', 'Fall Colors']","[5.0, 1]",Intermediate,ND
7029781,bloody-knifes-loop,1.1,8.0,184.0,Leashed,"['Birding', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,ND
7003918,ps-trail,1.5,67.0,551.0,Unknown,"['River/Creek', 'Views']","[5.0, 1]",Intermediate/Difficult,ND
7011150,prairie-hiking-trail,5.0,125.0,241.0,Unknown,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,ND
7011201,little-sioux-loop,1.1,88.0,41.0,Leashed,"['Birding', 'Fall Colors', 'Views', 'Wildlife']","[5.0, 1]",Easy,ND
7032564,gooseberry-park-trail,3.5,90.0,90.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Wildlife']","[4.5, 2]",Easy/Intermediate,ND
7020892,oak-leaf-loop-trail,4.1,66.0,66.0,Off-leash,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[4.5, 2]",Easy/Intermediate,ND
7008742,jones-creek-trail,3.6,234.0,36.0,No Dogs,"['Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[4.5, 2]",Easy/Intermediate,ND
7031523,sperati-point-overlook-trail,0.1,0.0,29.0,No Dogs,"['River/Creek', 'Views', 'Wildflowers']","[4.5, 2]",Easy,ND
7008751,painted-canyon-trail,2.1,90.0,388.0,No Dogs,"['Birding', 'Fall Colors', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[4.1, 7]",Easy/Intermediate,ND
7022797,grandma-gatewood-memorial-trail-buckeye-trail,5.6,440.0,540.0,Unknown,"['Cave', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[4.4, 23]",Intermediate,OH
7016548,salt-run-trail,3.4,466.0,474.0,Leashed,"['Fall Colors', 'Wildlife']","[4.6, 19]",Intermediate,OH
7015789,ledges-trail,1.7,120.0,121.0,Leashed,"['Fall Colors', 'Views']","[4.4, 21]",Intermediate,OH
7016456,adam-run-trail,3.1,295.0,287.0,Leashed,"['Fall Colors', 'River/Creek', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[4.9, 7]",Easy/Intermediate,OH
7010381,ohio-view-trail,7.0,682.0,1066.0,Unknown,"['Fall Colors', 'River/Creek', 'Views']","[5.0, 3]",Intermediate/Difficult,OH
7021723,sundown-trail,6.1,431.0,427.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 3]",Intermediate,OH
7021724,hollow-point-trail,3.0,277.0,305.0,Unknown,"['Birding', 'Fall Colors', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 3]",Intermediate/Difficult,OH
7012735,beaver-city,3.5,204.0,185.0,Off-leash,"['Birding', 'Fall Colors', 'Wildlife']","[5.0, 3]",Intermediate,OH
7045422,mohican-state-park-mtb-trail,22.2,2415.0,2416.0,Unknown,['-none-'],"[5.0, 2]",Intermediate/Difficult,OH
7024087,hoggard-trail,3.5,295.0,286.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate,OH
7012490,boord-state-nature-preserve,0.7,58.0,70.0,Unknown,"['River/Creek', 'Waterfall']","[5.0, 2]",Easy/Intermediate,OH
7022441,alley-trail,2.2,436.0,427.0,Leashed,"['Birding', 'Cave', 'Fall Colors', 'Lake', 'Spring', 'Views', 'Wildlife']","[5.0, 2]",Intermediate/Difficult,OH
7050726,orange-loop-trail,3.0,391.0,321.0,Leashed,['-none-'],"[5.0, 2]",Intermediate,OH
7026274,pink-trail,2.2,168.0,180.0,Leashed,"['Birding', 'River/Creek', 'Views']","[5.0, 2]",Intermediate,OH
7030674,south-point-lookout-trail,1.4,210.0,147.0,Leashed,['Views'],"[5.0, 2]",Easy/Intermediate,OH
7036360,canbys-trail,1.7,511.0,483.0,Unknown,"['Birding', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate/Difficult,OH
7053371,prairie-trail,1.7,20.0,20.0,Leashed,"['Birding', 'Fall Colors', 'Wildflowers', 'Wildlife']","[5.0, 2]",Easy,OH
7043506,pittsburgh-cincinnati-stage-coach-trail,1.4,47.0,55.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek']","[5.0, 1]",Intermediate,OH
7050723,east-rim-phase-2,4.4,416.0,416.0,Unknown,['-none-'],"[5.0, 1]",Intermediate,OH
7016489,east-rim-trail,2.3,199.0,200.0,Unknown,['-none-'],"[5.0, 1]",Intermediate/Difficult,OH
7018806,charons-garden-trail,2.4,283.0,165.0,Leashed,"['Cave', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[4.8, 12]",Intermediate/Difficult,OK
7003099,elk-mountain-trail,1.2,580.0,21.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'Views', 'Wildlife']","[4.7, 7]",Intermediate,OK
7018061,ouachita-trail-segment-02,20.7,3375.0,3067.0,Unknown,['-none-'],"[5.0, 2]",Difficult,OK
7042910,mount-scott-service-road,2.9,1021.0,0.0,Leashed,"['Fall Colors', 'Spring', 'Views', 'Wildlife']","[4.8, 4]",Easy/Intermediate,OK
7042667,crab-eyes-trail,1.3,315.0,75.0,Leashed,"['River/Creek', 'Wildlife']","[5.0, 1]",Easy/Intermediate,OK
7040770,black-trail,2.7,252.0,256.0,Off-leash,['Views'],"[5.0, 1]",Intermediate/Difficult,OK
7040773,red-trail,1.9,115.0,90.0,Leashed,['-none-'],"[5.0, 1]",Intermediate/Difficult,OK
7040771,orange-trail,2.4,238.0,203.0,Leashed,"['Lake', 'Views']","[5.0, 1]",Difficult,OK
7035142,horsethief-springs-trail,6.0,327.0,1291.0,Unknown,['-none-'],"[5.0, 1]",Difficult,OK
7040128,red-loop,0.9,33.0,46.0,Unknown,['-none-'],"[5.0, 1]",Difficult,OK
7003367,burford-lake-trail,0.4,4.0,6.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,OK
7030743,riverparks-east-bank-trail,7.8,69.0,85.0,Leashed,['-none-'],"[5.0, 1]",Easy,OK
7041131,bohannon-creek-trail,2.7,1183.0,0.0,Unknown,['-none-'],"[5.0, 1]",Intermediate,OK
7031936,upper-mystery-pink-trail,0.5,1.0,43.0,Leashed,['River/Creek'],"[5.0, 1]",Difficult,OK
7034082,orange-section,1.7,58.0,69.0,No Dogs,['-none-'],"[5.0, 1]",Easy/Intermediate,OK
7047610,dire-straits,0.6,61.0,57.0,Off-leash,['-none-'],"[5.0, 1]",Difficult,OK
7003689,switchback-trail,2.4,169.0,183.0,Unknown,"['Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate,OK
7003370,lake-loop-trail,1.0,21.0,58.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'Views', 'Wildlife']","[5.0, 1]",Easy/Intermediate,OK
7034081,green-section,1.8,119.0,72.0,No Dogs,['-none-'],"[5.0, 1]",Intermediate,OK
7034083,red-section,0.9,59.0,43.0,No Dogs,['-none-'],"[5.0, 1]",Difficult,OK
7018577,cape-lookout-trail,2.4,199.0,652.0,Leashed,['Views'],"[4.6, 24]",Intermediate,OR
7014140,eagle-creek-trail-440,12.9,3935.0,320.0,Leashed,"['River/Creek', 'Views', 'Waterfall', 'Wildflowers']","[4.9, 8]",Intermediate/Difficult,OR
7022594,mirror-lake-trail-664,3.0,1507.0,42.0,Leashed,"['Fall Colors', 'Lake', 'Views']","[4.4, 17]",Intermediate,OR
7015911,tamanawas-falls,1.2,427.0,23.0,Unknown,"['River/Creek', 'Waterfall']","[4.5, 15]",Intermediate,OR
7012398,mt-mcloughlin-summit-trail,4.5,3897.0,6.0,Off-leash,"['Birding', 'Views', 'Wildflowers', 'Wildlife']","[4.9, 7]",Difficult,OR
7050205,mitchell-point-trail,0.9,971.0,0.0,Unknown,"['Views', 'Wildflowers']","[5.0, 4]",Intermediate/Difficult,OR
